cap-shape,cap-surface,cap-color,spore-print-color,class
convex,scaly,red,brown,edible
flat,fibrous,brown,black,edible
convex,scaly,gray,black,edible
flat,fibrous,gray,brown,edible
convex,fibrous,red,black,edible
flat,fibrous,brown,black,edible
convex,scaly,gray,brown,edible
convex,scaly,brown,brown,edible
convex,scaly,red,black,edible
convex,fibrous,red,black,edible
convex,fibrous,brown,brown,edible
flat,fibrous,brown,black,edible
convex,scaly,gray,black,edible
convex,fibrous,red,brown,edible
flat,fibrous,brown,brown,edible
flat,fibrous,brown,brown,edible
convex,scaly,red,black,edible
convex,fibrous,gray,black,edible
convex,fibrous,gray,black,edible
convex,fibrous,pink,black,poisonous
convex,scaly,brown,brown,edible
convex,fibrous,red,brown,edible
flat,smooth,brown,brown,edible
convex,scaly,gray,black,edible
convex,scaly,gray,black,edible
convex,fibrous,brown,black,edible
flat,fibrous,gray,brown,edible
convex,fibrous,gray,brown,edible
convex,scaly,brown,black,edible
convex,fibrous,red,brown,edible
convex,fibrous,brown,brown,edible
flat,fibrous,gray,brown,edible
flat,fibrous,brown,brown,edible
convex,scaly,gray,brown,edible
convex,scaly,red,brown,edible
convex,scaly,gray,black,edible
flat,fibrous,gray,black,edible
convex,fibrous,red,brown,edible
convex,smooth,pink,black,poisonous
flat,scaly,brown,black,edible
convex,scaly,red,black,edible
convex,scaly,gray,black,edible
convex,scaly,gray,black,edible
convex,fibrous,gray,black,edible
convex,fibrous,red,brown,edible
convex,scaly,brown,brown,edible
convex,scaly,gray,brown,edible
convex,scaly,red,black,edible
convex,scaly,brown,black,edible
convex,scaly,gray,brown,edible
convex,scaly,brown,brown,edible
convex,fibrous,red,black,edible
convex,fibrous,red,brown,edible
convex,scaly,gray,brown,edible
flat,fibrous,gray,black,edible
flat,fibrous,red,brown,edible
flat,fibrous,gray,brown,edible
convex,scaly,red,brown,edible
convex,scaly,red,brown,edible
convex,smooth,white,black,edible
convex,scaly,brown,black,edible
convex,scaly,red,brown,edible
flat,fibrous,red,black,edible
convex,fibrous,gray,black,edible
flat,fibrous,brown,black,edible
convex,smooth,gray,black,poisonous
flat,scaly,red,black,edible
convex,scaly,gray,black,edible
convex,fibrous,brown,black,edible
convex,scaly,red,black,edible
convex,fibrous,white,brown,poisonous
convex,scaly,red,black,edible
flat,fibrous,gray,black,edible
flat,fibrous,brown,black,edible
convex,scaly,brown,black,edible
flat,fibrous,brown,black,edible
convex,fibrous,gray,brown,edible
flat,scaly,brown,black,edible
convex,scaly,gray,brown,edible
flat,scaly,brown,brown,edible
convex,fibrous,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,scaly,gray,brown,edible
convex,scaly,gray,black,edible
convex,fibrous,gray,black,edible
convex,fibrous,red,black,edible
convex,fibrous,gray,black,edible
convex,fibrous,gray,brown,edible
flat,fibrous,gray,brown,edible
convex,scaly,red,brown,edible
convex,fibrous,gray,brown,edible
convex,scaly,red,black,edible
convex,fibrous,brown,black,edible
convex,scaly,gray,brown,edible
convex,scaly,red,brown,edible
flat,fibrous,brown,black,edible
convex,fibrous,red,black,edible
flat,scaly,brown,brown,edible
convex,scaly,brown,black,edible
convex,scaly,gray,brown,edible
flat,fibrous,red,black,edible
convex,fibrous,gray,black,edible
convex,scaly,gray,black,edible
convex,scaly,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,black,edible
convex,fibrous,gray,brown,edible
convex,fibrous,brown,brown,edible
convex,fibrous,gray,brown,edible
flat,fibrous,brown,black,edible
convex,scaly,brown,black,edible
convex,fibrous,red,black,edible
convex,scaly,brown,black,edible
flat,scaly,gray,black,edible
flat,fibrous,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,brown,brown,edible
convex,scaly,brown,black,edible
convex,fibrous,red,brown,edible
convex,fibrous,brown,brown,edible
flat,fibrous,brown,brown,edible
convex,scaly,gray,brown,edible
convex,scaly,brown,black,edible
convex,scaly,red,brown,edible
flat,fibrous,gray,black,edible
convex,fibrous,gray,black,edible
convex,scaly,red,brown,edible
convex,scaly,red,brown,edible
convex,fibrous,gray,black,edible
convex,scaly,brown,brown,edible
convex,fibrous,red,black,edible
flat,fibrous,brown,brown,edible
convex,fibrous,red,brown,edible
flat,fibrous,brown,brown,edible
convex,scaly,red,black,edible
convex,fibrous,brown,black,edible
convex,fibrous,red,brown,edible
convex,fibrous,red,black,edible
convex,fibrous,brown,black,edible
convex,scaly,brown,brown,edible
convex,scaly,red,brown,edible
flat,fibrous,brown,brown,edible
convex,scaly,brown,black,edible
convex,scaly,red,brown,edible
flat,fibrous,gray,brown,edible
convex,scaly,red,black,edible
convex,scaly,red,brown,edible
flat,fibrous,brown,brown,edible
flat,fibrous,brown,black,edible
convex,fibrous,gray,black,edible
convex,scaly,gray,black,edible
convex,fibrous,brown,brown,edible
flat,fibrous,brown,brown,edible
convex,scaly,brown,black,edible
convex,scaly,gray,black,edible
convex,fibrous,gray,brown,edible
convex,scaly,red,black,edible
convex,fibrous,gray,brown,edible
convex,scaly,red,brown,edible
convex,fibrous,gray,brown,edible
convex,fibrous,red,brown,edible
convex,fibrous,red,brown,edible
convex,fibrous,red,black,edible
flat,scaly,gray,black,edible
convex,fibrous,gray,black,edible
convex,fibrous,red,black,edible
convex,fibrous,gray,brown,edible
flat,fibrous,brown,black,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,brown,black,edible
convex,scaly,gray,brown,edible
flat,fibrous,brown,brown,edible
convex,fibrous,red,black,edible
flat,fibrous,gray,black,edible
convex,scaly,brown,black,edible
convex,scaly,red,black,edible
convex,scaly,red,black,edible
convex,scaly,brown,brown,edible
convex,scaly,brown,black,edible
convex,scaly,yellow,chocolate,poisonous
flat,scaly,brown,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,black,poisonous
flat,fibrous,gray,brown,edible
flat,fibrous,red,brown,edible
flat,scaly,brown,black,edible
flat,fibrous,red,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,brown,edible
flat,scaly,red,black,edible
flat,scaly,red,brown,edible
convex,fibrous,white,brown,poisonous
convex,fibrous,red,brown,edible
flat,scaly,brown,black,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,red,brown,edible
flat,scaly,red,black,edible
flat,fibrous,brown,black,edible
flat,fibrous,gray,black,edible
flat,fibrous,red,brown,edible
flat,scaly,red,brown,edible
flat,scaly,red,brown,edible
flat,scaly,red,black,edible
convex,fibrous,pink,black,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
flat,scaly,gray,black,edible
flat,scaly,gray,black,edible
flat,fibrous,gray,brown,edible
flat,fibrous,red,black,edible
flat,scaly,red,brown,edible
flat,fibrous,gray,chocolate,poisonous
flat,scaly,brown,brown,edible
flat,scaly,red,brown,edible
convex,fibrous,gray,brown,poisonous
flat,fibrous,red,black,edible
flat,scaly,red,black,edible
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,brown,black,edible
flat,scaly,brown,black,edible
flat,scaly,gray,brown,edible
flat,scaly,brown,brown,edible
convex,scaly,red,black,edible
convex,smooth,pink,brown,poisonous
flat,scaly,brown,black,edible
convex,scaly,red,black,edible
flat,fibrous,red,black,edible
flat,scaly,brown,black,edible
convex,smooth,white,black,poisonous
flat,fibrous,gray,brown,edible
flat,scaly,gray,brown,edible
flat,scaly,gray,brown,edible
flat,scaly,brown,black,edible
convex,smooth,gray,brown,poisonous
convex,fibrous,pink,black,poisonous
flat,scaly,red,black,edible
convex,fibrous,gray,chocolate,poisonous
convex,smooth,white,black,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,brown,brown,edible
convex,scaly,yellow,chocolate,poisonous
flat,scaly,gray,brown,edible
flat,scaly,brown,black,edible
flat,scaly,gray,black,edible
convex,smooth,white,brown,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,black,edible
convex,scaly,brown,black,edible
flat,scaly,gray,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,brown,brown,edible
flat,fibrous,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
convex,fibrous,brown,black,edible
flat,fibrous,gray,chocolate,poisonous
flat,scaly,gray,black,edible
flat,scaly,gray,brown,edible
flat,scaly,red,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
flat,scaly,brown,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,red,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,red,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,red,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
convex,smooth,gray,brown,poisonous
flat,scaly,gray,black,edible
convex,smooth,pink,brown,poisonous
flat,fibrous,red,brown,edible
flat,fibrous,red,brown,edible
flat,scaly,red,black,edible
flat,scaly,brown,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,yellow,chocolate,poisonous
convex,smooth,gray,black,poisonous
flat,fibrous,red,black,edible
flat,fibrous,red,black,edible
flat,scaly,red,black,edible
flat,scaly,brown,black,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,black,poisonous
flat,fibrous,gray,black,edible
flat,scaly,red,brown,edible
flat,scaly,red,black,edible
flat,fibrous,gray,brown,edible
flat,scaly,brown,black,edible
flat,scaly,brown,black,edible
flat,fibrous,red,black,edible
convex,smooth,gray,black,poisonous
convex,fibrous,white,brown,poisonous
flat,fibrous,gray,black,edible
flat,scaly,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,scaly,red,black,edible
convex,smooth,white,black,poisonous
flat,scaly,gray,brown,edible
flat,scaly,gray,black,edible
flat,scaly,gray,brown,edible
flat,fibrous,red,brown,edible
flat,scaly,brown,brown,edible
flat,scaly,gray,black,edible
flat,scaly,brown,brown,edible
flat,scaly,gray,black,edible
flat,scaly,gray,brown,edible
convex,fibrous,brown,black,edible
flat,scaly,red,black,edible
flat,fibrous,red,black,edible
flat,scaly,red,brown,edible
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,gray,brown,edible
flat,scaly,brown,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,black,edible
flat,scaly,gray,black,edible
flat,scaly,gray,brown,edible
flat,scaly,red,brown,edible
flat,scaly,gray,black,edible
convex,smooth,white,brown,poisonous
convex,fibrous,white,brown,poisonous
flat,fibrous,brown,black,edible
flat,fibrous,red,black,edible
flat,scaly,red,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,gray,brown,edible
flat,fibrous,gray,black,edible
flat,fibrous,gray,black,edible
convex,smooth,white,brown,poisonous
convex,scaly,red,black,edible
flat,scaly,red,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,red,black,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,pink,black,poisonous
flat,scaly,gray,black,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,white,brown,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,red,brown,edible
convex,scaly,gray,chocolate,poisonous
convex,smooth,gray,brown,poisonous
flat,scaly,gray,brown,edible
flat,scaly,brown,black,edible
flat,fibrous,red,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,pink,black,poisonous
convex,scaly,brown,brown,edible
flat,fibrous,red,black,edible
flat,scaly,brown,black,edible
flat,scaly,gray,black,edible
convex,scaly,gray,chocolate,poisonous
flat,scaly,brown,brown,edible
convex,fibrous,pink,black,poisonous
convex,fibrous,white,black,poisonous
flat,fibrous,red,brown,edible
flat,scaly,brown,brown,edible
flat,scaly,red,black,edible
flat,scaly,gray,black,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,red,black,edible
convex,scaly,yellow,chocolate,poisonous
convex,smooth,pink,black,poisonous
flat,fibrous,red,brown,edible
flat,fibrous,yellow,chocolate,poisonous
flat,scaly,red,black,edible
flat,scaly,red,brown,edible
convex,fibrous,brown,black,edible
flat,fibrous,red,black,edible
flat,fibrous,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,red,brown,edible
flat,fibrous,gray,chocolate,poisonous
flat,scaly,red,brown,edible
flat,fibrous,red,black,edible
flat,fibrous,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,black,edible
flat,scaly,gray,black,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,white,brown,poisonous
flat,fibrous,red,black,edible
convex,fibrous,yellow,chocolate,poisonous
flat,scaly,red,brown,edible
flat,scaly,gray,brown,edible
flat,fibrous,red,black,edible
flat,fibrous,gray,brown,edible
flat,scaly,gray,black,edible
flat,fibrous,red,brown,edible
convex,smooth,gray,black,poisonous
flat,scaly,gray,brown,edible
flat,scaly,brown,brown,edible
flat,scaly,gray,brown,edible
flat,scaly,gray,brown,edible
flat,scaly,brown,black,edible
convex,fibrous,gray,brown,edible
flat,fibrous,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,smooth,white,black,poisonous
flat,fibrous,gray,black,edible
flat,fibrous,gray,black,edible
flat,scaly,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,smooth,white,brown,poisonous
convex,fibrous,gray,chocolate,poisonous
convex,scaly,gray,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,red,brown,edible
flat,scaly,gray,brown,edible
convex,fibrous,gray,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,black,edible
flat,scaly,gray,black,edible
convex,smooth,white,black,poisonous
convex,scaly,yellow,chocolate,poisonous
flat,fibrous,red,black,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
convex,scaly,brown,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,brown,brown,edible
flat,fibrous,gray,black,edible
flat,scaly,gray,brown,edible
flat,scaly,gray,black,edible
convex,smooth,gray,brown,poisonous
flat,fibrous,gray,black,edible
flat,scaly,red,brown,edible
flat,scaly,brown,brown,edible
flat,scaly,gray,black,edible
convex,fibrous,pink,brown,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,black,edible
flat,fibrous,gray,black,edible
convex,smooth,pink,brown,poisonous
convex,scaly,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,brown,brown,edible
flat,scaly,brown,brown,edible
convex,smooth,gray,brown,poisonous
flat,fibrous,gray,chocolate,poisonous
convex,fibrous,pink,brown,poisonous
flat,scaly,red,black,edible
flat,scaly,gray,black,edible
flat,fibrous,red,brown,edible
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,black,edible
convex,fibrous,white,black,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
flat,scaly,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,chocolate,poisonous
convex,smooth,pink,black,poisonous
convex,scaly,gray,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,brown,brown,edible
convex,scaly,brown,brown,edible
flat,scaly,red,brown,edible
flat,scaly,gray,brown,edible
flat,fibrous,red,black,edible
flat,scaly,gray,black,edible
flat,fibrous,gray,brown,edible
convex,fibrous,pink,black,poisonous
flat,fibrous,red,brown,edible
flat,fibrous,red,black,edible
convex,smooth,white,brown,poisonous
flat,fibrous,gray,black,edible
flat,scaly,brown,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,fibrous,red,brown,edible
flat,scaly,gray,brown,edible
flat,fibrous,gray,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,red,brown,edible
convex,fibrous,white,black,poisonous
flat,scaly,brown,brown,edible
convex,scaly,gray,black,edible
flat,scaly,brown,brown,edible
flat,scaly,red,brown,edible
flat,scaly,gray,brown,edible
flat,scaly,red,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,black,edible
flat,scaly,gray,brown,edible
flat,fibrous,gray,brown,edible
flat,scaly,gray,brown,edible
flat,fibrous,red,black,edible
flat,fibrous,red,black,edible
flat,scaly,brown,brown,edible
flat,fibrous,brown,black,edible
convex,fibrous,pink,brown,poisonous
convex,fibrous,gray,chocolate,poisonous
flat,scaly,gray,brown,edible
flat,scaly,red,brown,edible
convex,smooth,white,black,poisonous
convex,fibrous,pink,brown,poisonous
convex,fibrous,gray,chocolate,poisonous
convex,fibrous,gray,black,edible
flat,scaly,red,black,edible
convex,smooth,pink,black,poisonous
flat,scaly,gray,brown,edible
flat,scaly,brown,black,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,brown,black,edible
convex,fibrous,red,black,edible
convex,fibrous,white,black,poisonous
flat,scaly,brown,brown,edible
convex,fibrous,gray,chocolate,poisonous
flat,scaly,red,black,edible
convex,fibrous,yellow,chocolate,poisonous
flat,fibrous,gray,black,edible
convex,fibrous,red,black,edible
flat,scaly,red,brown,edible
